FIPS,State_Name,County_Name,Tract_Name,Total_Population,Prison_Population,Percent_In_Prison,Prison_Name,Student_Population,Percent_Student,Universities,Nearby_Universities,Military_Population,Percent_In_Military,Military_Institutions,Native_American_Population,Percent_Native_American,Native_American_Reservations
1005950200,Alabama,Census Tract 9502,Barbour County,3363,1211,36.00%,Barbour County Jail,0,0.00%,,,0,0.00%,,0,0.00%,
1005950400,Alabama,Census Tract 9504,Barbour County,3998,1306,32.60%,Easterling Correctional Facility,0,0.00%,,,0,0.00%,,0,0.00%,
1007010011,Alabama,Census Tract 100.11,Bibb County,3253,1512,46.40%,,0,0.00%,,,0,0.00%,,0,0.00%,
1011952202,Alabama,Census Tract 9522.02,Bullock County,4341,1567,36.00%,Bullock Correctional Facility,0,0.00%,,,0,0.00%,,0,0.00%,
1015000600,Alabama,Census Tract 6,Calhoun County,1780,438,24.60%,Calhoun County Jail,0,0.00%,,,0,0.00%,,0,0.00%,
1015000800,Alabama,Census Tract 8,Calhoun County,1752,570,32.50%,,0,0.00%,,,0,0.00%,,0,0.00%,
1015002101,Alabama,Census Tract 21.01,Calhoun County,5300,0,0.00%,,3345,63.10%,Jacksonville State University,Jacksonville State University,0,0.00%,,0,0.00%,
1045020000,Alabama,Census Tract 200,Dale County,4474,0,0.00%,,0,0.00%,,,407,9.00%,Fort Novosel AL,0,0.00%,
1051030103,Alabama,Census Tract 301.03,Elmore County,5534,3976,71.80%,Draper Correctional Facility,0,0.00%,,,0,0.00%,,0,0.00%,
1053970400,Alabama,Census Tract 9704,Escambia County,4511,1583,35.00%,Fountain Correctional Facility,0,0.00%,,,0,0.00%,,741,16.40%,Poarch Creek Reservation
1073002702,Alabama,Census Tract 27.02,Jefferson County,2034,580,28.50%,Birmingham Jail,0,0.00%,,,0,0.00%,,0,0.00%,
1073003001,Alabama,Census Tract 30.01,Jefferson County,3200,0,0.00%,,1017,31.70%,Birmingham-Southern College,Birmingham-Southern College,0,0.00%,,0,0.00%,
1073004501,Alabama,Census Tract 45.01,Jefferson County,3159,0,0.00%,,2893,91.50%,,University Of Alabama At Birmingham,0,0.00%,,0,0.00%,
1073010704,Alabama,Census Tract 107.04,Jefferson County,5279,0,0.00%,,2184,41.30%,Samford University,Samford University,0,0.00%,,0,0.00%,
1073012200,Alabama,Census Tract 122,Jefferson County,4022,1514,37.60%,Donaldson Correctional Facility,0,0.00%,,,0,0.00%,,0,0.00%,
1077010100,Alabama,Census Tract 101,Lauderdale County,2278,0,0.00%,,1097,48.10%,University Of North Alabama,University Of North Alabama,0,0.00%,,0,0.00%,
1081040700,Alabama,Census Tract 407,Lee County,5173,0,0.00%,,4366,84.30%,Auburn University,Auburn University,0,0.00%,,0,0.00%,
1083020805,Alabama,Census Tract 208.05,Limestone County,5310,2360,44.40%,Limestone Correctional Facility,0,0.00%,,,0,0.00%,,0,0.00%,
1087231700,Alabama,Census Tract 2317,Macon County,2191,0,0.00%,,1838,83.80%,Tuskegee University,Tuskegee University,0,0.00%,,0,0.00%,
1089000203,Alabama,Census Tract 2.03,Madison County,5584,0,0.00%,,2867,51.30%,Alabama A & M University,Alabama A & M University,0,0.00%,,0,0.00%,
1089001500,Alabama,Census Tract 15,Madison County,5895,0,0.00%,,2209,37.40%,University Of Alabama In Huntsville,University Of Alabama In Huntsville,0,0.00%,,0,0.00%,
1089003100,Alabama,Census Tract 31,Madison County,3699,847,22.80%,Madison County Detention Facility,0,0.00%,,,0,0.00%,,0,0.00%,
1089010625,Alabama,Census Tract 106.25,Madison County,4834,0,0.00%,,1001,20.70%,Oakwood University,Oakwood University,0,0.00%,,0,0.00%,
1097001200,Alabama,Census Tract 12,Mobile County,2447,1283,52.40%,,0,0.00%,,,0,0.00%,,0,0.00%,
1097005800,Alabama,Census Tract 58,Mobile County,4554,0,0.00%,,0,0.00%,,,0,0.00%,,1220,26.70%,
1097980000,Alabama,Census Tract 9800,Mobile County,2022,0,0.00%,,1995,98.60%,University Of South Alabama,University Of South Alabama,0,0.00%,,0,0.00%,
1101000200,Alabama,Census Tract 2,Montgomery County,1440,499,34.60%,Montgomery County Jail,0,0.00%,,Alabama State University,0,0.00%,,0,0.00%,
1101000900,Alabama,Census Tract 9,Montgomery County,2133,866,40.60%,Fpc Montgomery,0,0.00%,,,320,15.00%,Maxwell AFB,0,0.00%,
1101001500,Alabama,Census Tract 15,Montgomery County,4112,0,0.00%,,1968,47.80%,Alabama State University,Alabama State University,0,0.00%,,0,0.00%,
1101005301,Alabama,Census Tract 53.01,Montgomery County,1154,0,0.00%,,0,0.00%,,,352,30.50%,NG Montgomery JFHQ AFRC / CSMS 01; Maxwell AFB Gunter Annex,0,0.00%,
1101005501,Alabama,Census Tract 55.01,Montgomery County,3426,1456,42.40%,Montgomery Women'S Facility,0,0.00%,,,0,0.00%,,0,0.00%,
1103000600,Alabama,Census Tract 6,Morgan County,3266,683,20.90%,Decatur Community Based Facility / Community Work Center,0,0.00%,,,0,0.00%,,0,0.00%,
1107050300,Alabama,Census Tract 503,Pickens County,4886,1612,32.90%,Fci Aliceville,0,0.00%,,,0,0.00%,,0,0.00%,
1109189101,Alabama,Census Tract 1891.01,Pike County,4248,0,0.00%,,1850,43.50%,,Troy University,0,0.00%,,0,0.00%,
1115040507,Alabama,Census Tract 405.07,St. Clair County,3303,1109,33.50%,Saint Clair Correctional Facility,0,0.00%,,,0,0.00%,,0,0.00%,
1117030407,Alabama,Census Tract 304.07,Shelby County,2126,0,0.00%,,1147,53.90%,University Of Montevallo,University Of Montevallo,0,0.00%,,0,0.00%,
1117030701,Alabama,Census Tract 307.01,Shelby County,5077,1141,22.40%,Alabama Therapeutic Education Facility,0,0.00%,,,0,0.00%,,0,0.00%,
1117980100,Alabama,Census Tract 9801,Shelby County,4,0,0.00%,,0,0.00%,,,0,0.00%,,1,25.00%,
1119011301,Alabama,Census Tract 113.01,Sumter County,3331,0,0.00%,,976,29.30%,University Of West Alabama,University Of West Alabama,0,0.00%,,0,0.00%,
1121010700,Alabama,Census Tract 107,Talladega County,2966,1218,41.00%,Fci Talladega Camp,645,21.70%,Talladega College,Talladega College,0,0.00%,,0,0.00%,
1125011200,Alabama,Census Tract 112,Tuscaloosa County,9076,0,0.00%,,7396,81.40%,The University Of Alabama,The University Of Alabama,0,0.00%,,0,0.00%,
1125011401,Alabama,Census Tract 114.01,Tuscaloosa County,3773,0,0.00%,,910,24.10%,,,0,0.00%,,0,0.00%,
1125011600,Alabama,Census Tract 116,Tuscaloosa County,3341,600,17.90%,Tuscaloosa County Jail,0,0.00%,,Stillman College,0,0.00%,,0,0.00%,
1129044200,Alabama,Census Tract 442,Washington County,3610,0,0.00%,,0,0.00%,,,0,0.00%,,1000,27.70%,
2013000100,Alaska,Census Tract 1,Aleutians East Borough,3420,0,0.00%,,0,0.00%,,,0,0.00%,,802,23.40%,Akutan; False Pass; Nelson Lagoon; King Cove; Belkofski; Pauloff Harbor; Sand Point; Unga
2016000100,Alaska,Census Tract 1,Aleutians West Census Area,978,0,0.00%,,0,0.00%,,,232,23.70%,,533,54.40%,Pribilof Islands Aleut Community of St. Paul; Atka; Nikolski
2020000601,Alaska,Census Tract 6.01,Anchorage Municipality,4328,0,0.00%,,0,0.00%,,,0,0.00%,,707,16.30%,
2020000901,Alaska,Census Tract 9.01,Anchorage Municipality,5090,0,0.00%,,0,0.00%,,,0,0.00%,,1014,19.90%,
2020001100,Alaska,Census Tract 11,Anchorage Municipality,1657,0,0.00%,,0,0.00%,,,0,0.00%,,330,19.90%,
2020980000,Alaska,Census Tract 9800,Anchorage Municipality,5,0,0.00%,,0,0.00%,,,0,0.00%,,1,20.00%,
2020980100,Alaska,Census Tract 9801,Anchorage Municipality,4592,0,0.00%,,0,0.00%,,,741,16.10%,Joint Base Elmendorf-Richardson,0,0.00%,
2020980200,Alaska,Census Tract 9802,Anchorage Municipality,6725,0,0.00%,,0,0.00%,,,1822,27.00%,Joint Base Elmendorf-Richardson,0,0.00%,
2050000100,Alaska,Census Tract 1,Bethel Census Area,10885,0,0.00%,,0,0.00%,,,0,0.00%,,10332,94.90%,Mekoryuk; Newtok; Tununak; Umkumiute; Toksook Bay; Nightmute; Chefornak; Kasigluk; Nunapitchuk; Atmautluak; Kipnuk; Tuntutuliak; Napakiak; Akiachak; Oscarville; Napaskiak; Tuluksak; Kwethluk; Akiak; Kwigillingok; Kongiganak; Eek; Kwinhagak; Platinum; Goodnews Bay
2050000200,Alaska,Census Tract 2,Bethel Census Area,6325,0,0.00%,,0,0.00%,,,0,0.00%,,4158,65.70%,Bethel; Oscarville
2050000300,Alaska,Census Tract 3,Bethel Census Area,1456,0,0.00%,,0,0.00%,,,0,0.00%,,1142,78.40%,Lower Kalskag; Kalskag; Aniak; Chuatbaluk; Crooked Creek; Napaimute; Georgetown; Red Devil; Sleetmute; Stony River; Lime Village
2060000100,Alaska,Census Tract 1,Bristol Bay Borough,844,0,0.00%,,0,0.00%,,,0,0.00%,,305,36.10%,Naknek; South Naknek; King Salmon
2066000100,Alaska,Census Tract 1,Copper River Census Area,2617,0,0.00%,,0,0.00%,,,0,0.00%,,663,25.30%,Mentasta Lake; Chistochina; Gakona; Gulkana; Tazlina; Copper Center; Chitina
2070000100,Alaska,Census Tract 1,Dillingham Census Area,2505,0,0.00%,,0,0.00%,,,0,0.00%,,2181,87.00%,Togiak; Twin Hills; Aleknagik; Manokotak; Koliganek; Curyung; New Stuyahok; Clark's Point; Ekwok; Ekuk; Portage Creek
2070000200,Alaska,Census Tract 2,Dillingham Census Area,2352,0,0.00%,,0,0.00%,,,0,0.00%,,1272,54.00%,Curyung
2090000100,Alaska,Census Tract 1,Fairbanks North Star Borough,1563,0,0.00%,,0,0.00%,,,0,0.00%,,264,16.80%,
2090000300,Alaska,Census Tract 3,Fairbanks North Star Borough,4709,0,0.00%,,0,0.00%,,,0,0.00%,,1015,21.50%,
2090980000,Alaska,Census Tract 9800,Fairbanks North Star Borough,9798,0,0.00%,,0,0.00%,,,1933,19.70%,Fort Wainwright,0,0.00%,
2090980100,Alaska,Census Tract 9801,Fairbanks North Star Borough,2723,0,0.00%,,0,0.00%,,,389,14.20%,Yukon Weapons Range; Eielson Air Force Base; Yukon Weapons Range; Eielson Air Force Base,0,0.00%,
2105000400,Alaska,Census Tract 4,Hoonah-Angoon Census Area,2365,0,0.00%,,0,0.00%,,,0,0.00%,,878,37.10%,Chilkat; Hoonah; Angoon
2110000400,Alaska,Census Tract 4,Juneau City and Borough,5148,0,0.00%,,0,0.00%,,,0,0.00%,,1012,19.60%,
2122000100,Alaska,Census Tract 1,Kenai Peninsula Borough,214,0,0.00%,,0,0.00%,,,0,0.00%,,133,62.10%,Tyonek
2122001200,Alaska,Census Tract 12,Kenai Peninsula Borough,957,0,0.00%,,0,0.00%,,,0,0.00%,,376,39.20%,Seldovia; English Bay; Port Graham
2130000200,Alaska,Census Tract 2,Ketchikan Gateway Borough,4414,0,0.00%,,0,0.00%,,,0,0.00%,,738,16.70%,Ketchikan
2130000300,Alaska,Census Tract 3,Ketchikan Gateway Borough,3782,0,0.00%,,0,0.00%,,,0,0.00%,,871,23.00%,Ketchikan
2130000400,Alaska,Census Tract 4,Ketchikan Gateway Borough,2374,0,0.00%,,0,0.00%,,,0,0.00%,,439,18.40%,Saxman
2150000100,Alaska,Census Tract 1,Kodiak Island Borough,1611,0,0.00%,,0,0.00%,,,0,0.00%,,615,38.10%,Kanatak; Karluk; Larsen Bay; Afognak; Port Lions; Ouzinkie; Lesnoi; Akhiok; Old Harbor; Kaguyak
2150000500,Alaska,Census Tract 5,Kodiak Island Borough,1673,0,0.00%,,0,0.00%,,,306,18.20%,,0,0.00%,
2158000100,Alaska,Census Tract 1,Kusilvak Census Area,8368,0,0.00%,,0,0.00%,,,0,0.00%,,7946,94.90%,Chuloonawick; Emmonak; Alakanuk; Sheldon's Point; Hamilton; Bill Moore's Slough; Kotlik; Scammon Bay; Paimiut; Hooper Bay; Chevak; Asa'carsarmiut Tribe; Andreafski; Pitka's Point; Algaaciq (St. Mary's); Pilot Station; Marshall; Ohogamiut; Inqurmuit
2164000100,Alaska,Census Tract 1,Lake and Peninsula Borough,1476,0,0.00%,,0,0.00%,,,0,0.00%,,994,67.30%,Levelock; Nondalton; Igiugig; Newhalen; Iliamna; Pedro Bay; Kokhanok; Egegik; Pilot Point; Port Heiden; Ugashik; Ivanof Bay; Chignik Lake; Chignik Lagoon; Chignik; Perryville
2170000604,Alaska,Census Tract 6.04,Matanuska-Susitna Borough,7470,1384,18.50%,Pt. Mackenzie Correctional Farm,0,0.00%,,,0,0.00%,,0,0.00%,
2180000100,Alaska,Census Tract 1,Nome Census Area,6140,0,0.00%,,0,0.00%,,,0,0.00%,,5586,90.90%,Diomede; Gambell; Wales; Savoonga; Shishmaref; King Island; Brevig Mission; Teller; Mary's Igloo; Solomon; Council; White Mountain; Elim; Koyuk; Shaktoolik; Stebbins; Saint Michael; Unalakleet
2180000200,Alaska,Census Tract 2,Nome Census Area,3906,0,0.00%,,0,0.00%,,,0,0.00%,,1970,50.40%,Nome
2185000100,Alaska,Census Tract 1,North Slope Borough,4934,0,0.00%,,0,0.00%,,,0,0.00%,,2652,53.70%,Barrow; Inupiat
2185000200,Alaska,Census Tract 2,North Slope Borough,3367,0,0.00%,,0,0.00%,,,0,0.00%,,2935,87.10%,Point Hope; Point Lay; Wainwright; Atqasuk (Atkasook); Nuiqsut; Anaktuvuk Pass; Kaktovik
2188000100,Alaska,Census Tract 1,Northwest Arctic Borough,4691,0,0.00%,,0,0.00%,,,0,0.00%,,4352,92.70%,Kivalina; Noatak; Deering; Noorvik; Kiana; Selawik; Buckland; Ambler; Shungnak; Kobuk
2188000200,Alaska,Census Tract 2,Northwest Arctic Borough,3102,0,0.00%,,0,0.00%,,,0,0.00%,,2117,68.20%,Kotzebue
2198000100,Alaska,Census Tract 1,Prince of Wales-Hyder Census Area,2069,0,0.00%,,0,0.00%,,,0,0.00%,,799,38.60%,Kake; Kasaan; Hydaburg
2198000200,Alaska,Census Tract 2,Prince of Wales-Hyder Census Area,2051,0,0.00%,,0,0.00%,,,0,0.00%,,590,28.70%,Klawock; Craig
2198940100,Alaska,Census Tract 9401,Prince of Wales-Hyder Census Area,1562,0,0.00%,,0,0.00%,,,0,0.00%,,1195,76.50%,Annette Island Reserve
2220000200,Alaska,Census Tract 2,Sitka City and Borough,5228,0,0.00%,,0,0.00%,,,0,0.00%,,846,16.10%,Sitka
2240000100,Alaska,Census Tract 1,Southeast Fairbanks Census Area,2113,0,0.00%,,0,0.00%,,,0,0.00%,,669,31.60%,Eagle; Dot Lake; Tanacross; Tetlin; Northway
2275000300,Alaska,Census Tract 3,Wrangell City and Borough,2127,0,0.00%,,0,0.00%,,,0,0.00%,,380,17.80%,Wrangell
2282000100,Alaska,Census Tract 1,Yakutat City and Borough,662,0,0.00%,,0,0.00%,,,0,0.00%,,255,38.50%,Yakutat
2290000100,Alaska,Census Tract 1,Yukon-Koyukuk Census Area,1086,0,0.00%,,0,0.00%,,,0,0.00%,,915,84.20%,Arctic Village; Venetie; Beaver; Fort Yukon; Birch Creek; Chalkyitsik; Circle
2290000200,Alaska,Census Tract 2,Yukon-Koyukuk Census Area,1478,0,0.00%,,0,0.00%,,,0,0.00%,,769,52.00%,Evansville; Tanana; Stevens Village; Rampart; Manley Hot Springs; Minto; Nenana
2290000300,Alaska,Census Tract 3,Yukon-Koyukuk Census Area,1708,0,0.00%,,0,0.00%,,,0,0.00%,,1380,80.70%,Huslia; Nulato; Koyukuk; Kaltag; Hughes; Alatna; Galena; Allakaket; Ruby
2290000400,Alaska,Census Tract 4,Yukon-Koyukuk Census Area,1071,0,0.00%,,0,0.00%,,,0,0.00%,,768,71.70%,Grayling; Anvik; Shageluk; Holy Cross; Takotna; McGrath; Nikolai; Telida
4001942600,Arizona,Census Tract 9426,Apache County,1549,0,0.00%,,0,0.00%,,,0,0.00%,,1528,98.60%,Navajo Reservation
4001942700,Arizona,Census Tract 9427,Apache County,4491,0,0.00%,,0,0.00%,,,0,0.00%,,4321,96.20%,Navajo Reservation
4001944000,Arizona,Census Tract 9440,Apache County,5348,0,0.00%,,0,0.00%,,,0,0.00%,,4981,93.10%,Navajo Reservation
4001944100,Arizona,Census Tract 9441,Apache County,5495,0,0.00%,,0,0.00%,Dine College,Dine College,0,0.00%,,4980,90.60%,Navajo Reservation
4001944201,Arizona,Census Tract 9442.01,Apache County,4021,0,0.00%,,0,0.00%,,,0,0.00%,,3649,90.70%,Navajo Reservation
4001944202,Arizona,Census Tract 9442.02,Apache County,3608,0,0.00%,,0,0.00%,,,0,0.00%,,3472,96.20%,Navajo Reservation
4001944301,Arizona,Census Tract 9443.01,Apache County,3789,0,0.00%,,0,0.00%,,,0,0.00%,,3699,97.60%,Navajo Reservation
4001944302,Arizona,Census Tract 9443.02,Apache County,2685,0,0.00%,,0,0.00%,,,0,0.00%,,2647,98.50%,Navajo Reservation
4001944901,Arizona,Census Tract 9449.01,Apache County,3369,0,0.00%,,0,0.00%,,,0,0.00%,,3259,96.70%,Navajo Reservation
4001944902,Arizona,Census Tract 9449.02,Apache County,4201,0,0.00%,,0,0.00%,,,0,0.00%,,4077,97.00%,Navajo Reservation
4001945001,Arizona,Census Tract 9450.01,Apache County,4133,0,0.00%,,0,0.00%,,,0,0.00%,,3934,95.10%,Navajo Reservation
4001945002,Arizona,Census Tract 9450.02,Apache County,3589,0,0.00%,,0,0.00%,,,0,0.00%,,3476,96.80%,Navajo Reservation
4001945100,Arizona,Census Tract 9451,Apache County,2132,0,0.00%,,0,0.00%,,,0,0.00%,,1874,87.80%,Navajo Reservation; Zuni Reservation
4003000503,Arizona,Census Tract 5.03,Cochise County,2063,1971,95.50%,,0,0.00%,,,0,0.00%,,0,0.00%,
4003001401,Arizona,Census Tract 14.01,Cochise County,3437,0,0.00%,,0,0.00%,,,1441,41.90%,Fort Huachuca,0,0.00%,
4003001402,Arizona,Census Tract 14.02,Cochise County,1802,0,0.00%,,0,0.00%,,,652,36.10%,Fort Huachuca,0,0.00%,
4005000301,Arizona,Census Tract 3.01,Coconino County,3957,0,0.00%,,0,0.00%,,,0,0.00%,,819,20.60%,
4005000302,Arizona,Census Tract 3.02,Coconino County,2819,0,0.00%,,0,0.00%,,,0,0.00%,,706,25.00%,
4005000500,Arizona,Census Tract 5,Coconino County,5007,0,0.00%,,0,0.00%,,,0,0.00%,,951,18.90%,
4005000902,Arizona,Census Tract 9.02,Coconino County,3539,0,0.00%,,0,0.00%,,,0,0.00%,,750,21.10%,
4005001000,Arizona,Census Tract 10,Coconino County,10422,0,0.00%,,9043,86.70%,Northern Arizona University,Northern Arizona University,0,0.00%,,0,0.00%,
4005002101,Arizona,Census Tract 21.01,Coconino County,3870,0,0.00%,,0,0.00%,,,0,0.00%,,1204,31.10%,Navajo Reservation
4005002102,Arizona,Census Tract 21.02,Coconino County,3562,0,0.00%,,0,0.00%,,,0,0.00%,,1835,51.50%,Navajo Reservation
4005002301,Arizona,Census Tract 23.01,Coconino County,3947,0,0.00%,,0,0.00%,,,0,0.00%,,721,18.20%,Havasupai Reservation; Hualapai Reservation
4005942201,Arizona,Census Tract 9422.01,Coconino County,3678,0,0.00%,,0,0.00%,,,0,0.00%,,3517,95.60%,Navajo Reservation; Hopi Reservation
4005942202,Arizona,Census Tract 9422.02,Coconino County,3696,0,0.00%,,0,0.00%,,,0,0.00%,,3623,98.00%,Navajo Reservation
4005944900,Arizona,Census Tract 9449,Coconino County,3888,0,0.00%,,0,0.00%,,,0,0.00%,,3462,89.00%,Navajo Reservation
4005945000,Arizona,Census Tract 9450,Coconino County,4006,0,0.00%,,0,0.00%,,,0,0.00%,,3898,97.30%,Navajo Reservation
4005945100,Arizona,Census Tract 9451,Coconino County,3342,0,0.00%,,0,0.00%,,,0,0.00%,,3222,96.40%,Navajo Reservation; Hopi Reservation; San Juan Southern Paiute Tribe of Arizona
4005945200,Arizona,Census Tract 9452,Coconino County,4056,0,0.00%,,0,0.00%,,,0,0.00%,,3892,95.90%,Navajo Reservation
4007940200,Arizona,Census Tract 9402,Gila County,1825,0,0.00%,,0,0.00%,,,0,0.00%,,1734,95.00%,Fort Apache Reservation; San Carlos Reservation
4007940400,Arizona,Census Tract 9404,Gila County,5531,0,0.00%,,0,0.00%,,,0,0.00%,,5362,96.90%,Fort Apache Reservation; San Carlos Reservation
4009940500,Arizona,Census Tract 9405,Graham County,4720,0,0.00%,,0,0.00%,,,0,0.00%,,4638,98.20%,Fort Apache Reservation; San Carlos Reservation
4009961600,Arizona,Census Tract 9616,Graham County,2563,1478,57.60%,Fci Safford,0,0.00%,,,0,0.00%,,0,0.00%,
4009961700,Arizona,Census Tract 9617,Graham County,5303,996,18.70%,Graham County Adult Detention Center,0,0.00%,,,0,0.00%,,0,0.00%,
4012940200,Arizona,Census Tract 9402,La Paz County,3414,0,0.00%,,0,0.00%,,,0,0.00%,,825,24.10%,Colorado River Reservation
4012940300,Arizona,Census Tract 9403,La Paz County,3622,0,0.00%,,0,0.00%,,,0,0.00%,,1881,51.90%,Colorado River Reservation
4013061017,Arizona,Census Tract 610.17,Maricopa County,3288,3264,99.20%,,0,0.00%,,,0,0.00%,,0,0.00%,
4013061100,Arizona,Census Tract 611,Maricopa County,2659,0,0.00%,,0,0.00%,,,694,26.10%,Luke AFB,0,0.00%,
4013104219,Arizona,Census Tract 1042.19,Maricopa County,3738,0,0.00%,,824,22.00%,,,0,0.00%,,0,0.00%,
4013107201,Arizona,Census Tract 1072.01,Maricopa County,8139,0,0.00%,,7008,86.10%,Grand Canyon University,Grand Canyon University,0,0.00%,,0,0.00%,
4013114100,Arizona,Census Tract 1141,Maricopa County,3294,1961,59.50%,Maricopa County Jail - Madison Street Jail,0,0.00%,,,0,0.00%,,0,0.00%,
4013114704,Arizona,Census Tract 1147.04,Maricopa County,1761,472,26.80%,Aspc-Phoenix West,0,0.00%,,,0,0.00%,,0,0.00%,
4013114705,Arizona,Census Tract 1147.05,Maricopa County,4360,4341,99.50%,Maricopa County Jail - Lower Buckeye Jail,0,0.00%,,,0,0.00%,,0,0.00%,
4013318700,Arizona,Census Tract 3187,Maricopa County,5937,0,0.00%,,2103,35.40%,,Arizona State University Campus Immersion,0,0.00%,,0,0.00%,
4013319001,Arizona,Census Tract 3190.01,Maricopa County,2731,0,0.00%,,2655,97.20%,Arizona State University Campus Immersion,Arizona State University Campus Immersion,0,0.00%,,0,0.00%,
4013319002,Arizona,Census Tract 3190.02,Maricopa County,4058,0,0.00%,,2162,53.20%,,Arizona State University Campus Immersion,0,0.00%,,0,0.00%,
4013319707,Arizona,Census Tract 3197.07,Maricopa County,2,0,0.00%,,0,0.00%,,University Of Advancing Technology,0,0.00%,,2,100.00%,
4013320002,Arizona,Census Tract 3200.02,Maricopa County,5322,0,0.00%,,0,0.00%,,University Of Advancing Technology,0,0.00%,,2613,49.00%,
4013522801,Arizona,Census Tract 5228.01,Maricopa County,5,5,100.00%,,0,0.00%,,,0,0.00%,,1,20.00%,
4013522802,Arizona,Census Tract 5228.02,Maricopa County,1289,0,0.00%,,390,30.20%,,,0,0.00%,,0,0.00%,
4013610002,Arizona,Census Tract 6100.02,Maricopa County,6672,1196,17.90%,Fci Phoenix,0,0.00%,,,0,0.00%,,0,0.00%,
4013723305,Arizona,Census Tract 7233.05,Maricopa County,2486,0,0.00%,,0,0.00%,,,0,0.00%,,472,18.90%,Gila Bend Reservation
4013723306,Arizona,Census Tract 7233.06,Maricopa County,4662,4580,98.20%,,0,0.00%,,,0,0.00%,,0,0.00%,
4013940700,Arizona,Census Tract 9407,Maricopa County,88,0,0.00%,,0,0.00%,,,0,0.00%,,86,97.70%,Tohono O'odham Nation
4013941000,Arizona,Census Tract 9410,Maricopa County,3540,0,0.00%,,0,0.00%,,,0,0.00%,,3281,92.60%,Gila River Reservation
4013941100,Arizona,Census Tract 9411,Maricopa County,43,0,0.00%,,0,0.00%,,,0,0.00%,,28,65.10%,Gila River Reservation
4013941200,Arizona,Census Tract 9412,Maricopa County,1152,0,0.00%,,0,0.00%,,,0,0.00%,,950,82.40%,Fort McDowell Reservation; Salt River Reservation
4013941300,Arizona,Census Tract 9413,Maricopa County,6334,0,0.00%,,0,0.00%,,,0,0.00%,,4886,77.10%,Fort McDowell Reservation; Salt River Reservation
4013981000,Arizona,Census Tract 9810,Maricopa County,803,543,67.60%,Aspc-Phoenix,0,0.00%,,,0,0.00%,,0,0.00%,
4015940400,Arizona,Census Tract 9404,Mohave County,1250,0,0.00%,,0,0.00%,,,0,0.00%,,1201,96.00%,Hualapai Reservation
4015954802,Arizona,Census Tract 9548.02,Mohave County,5653,2688,47.50%,,0,0.00%,,,0,0.00%,,0,0.00%,
4015955002,Arizona,Census Tract 9550.02,Mohave County,2904,0,0.00%,,0,0.00%,,,0,0.00%,,553,19.00%,Fort Mojave Reservation
4017940008,Arizona,Census Tract 9400.08,Navajo County,1258,0,0.00%,,0,0.00%,,,0,0.00%,,1252,99.50%,Navajo Reservation; Hopi Reservation
4017940010,Arizona,Census Tract 9400.10,Navajo County,2642,0,0.00%,,0,0.00%,,,0,0.00%,,2523,95.40%,Navajo Reservation; Hopi Reservation
4017940011,Arizona,Census Tract 9400.11,Navajo County,3040,0,0.00%,,0,0.00%,,,0,0.00%,,2949,97.00%,Navajo Reservation; Hopi Reservation
4017940012,Arizona,Census Tract 9400.12,Navajo County,2643,0,0.00%,,0,0.00%,,,0,0.00%,,2581,97.60%,Navajo Reservation; Hopi Reservation
4017940013,Arizona,Census Tract 9400.13,Navajo County,3790,0,0.00%,,0,0.00%,,,0,0.00%,,3651,96.30%,Navajo Reservation; Hopi Reservation
4017940014,Arizona,Census Tract 9400.14,Navajo County,2382,0,0.00%,,0,0.00%,,,0,0.00%,,2323,97.50%,Navajo Reservation; Hopi Reservation
4017940015,Arizona,Census Tract 9400.15,Navajo County,4071,0,0.00%,,0,0.00%,,,0,0.00%,,3946,96.90%,Navajo Reservation; Hopi Reservation
4017940100,Arizona,Census Tract 9401,Navajo County,4282,0,0.00%,,0,0.00%,,,0,0.00%,,4068,95.00%,Fort Apache Reservation
4017940301,Arizona,Census Tract 9403.01,Navajo County,4597,0,0.00%,,0,0.00%,,,0,0.00%,,4524,98.40%,Fort Apache Reservation
4017940302,Arizona,Census Tract 9403.02,Navajo County,3116,0,0.00%,,0,0.00%,,,0,0.00%,,3051,97.90%,Fort Apache Reservation; San Carlos Reservation
4017942300,Arizona,Census Tract 9423,Navajo County,2231,0,0.00%,,0,0.00%,,,0,0.00%,,2159,96.70%,Navajo Reservation; Hopi Reservation
4017942400,Arizona,Census Tract 9424,Navajo County,2682,0,0.00%,,0,0.00%,,,0,0.00%,,2636,98.20%,Navajo Reservation
4017942500,Arizona,Census Tract 9425,Navajo County,4808,0,0.00%,,0,0.00%,,,0,0.00%,,4575,95.10%,Navajo Reservation
4017960100,Arizona,Census Tract 9601,Navajo County,1813,0,0.00%,,0,0.00%,,,0,0.00%,,646,35.60%,Navajo Reservation
4017960200,Arizona,Census Tract 9602,Navajo County,3498,0,0.00%,,0,0.00%,,,0,0.00%,,1034,29.50%,
4017960400,Arizona,Census Tract 9604,Navajo County,3580,0,0.00%,,0,0.00%,,,0,0.00%,,1015,28.30%,Navajo Reservation
4017960500,Arizona,Census Tract 9605,Navajo County,3618,1032,28.50%,,0,0.00%,,,0,0.00%,,631,17.40%,Navajo Reservation; Hopi Reservation
4017960600,Arizona,Census Tract 9606,Navajo County,4453,0,0.00%,,0,0.00%,,,0,0.00%,,1917,43.00%,Navajo Reservation; Hopi Reservation
